Acworth|GA|34.060116|-84.665077
Adairsville|GA|34.376918|-84.914436
Alpharetta|GA|34.068833|-84.271972
Aragon|GA|34.043767|-85.060335
Atlanta|GA|33.754487|-84.389663
Auburn|GA|34.012413|-83.831283
Austell|GA|33.821399|-84.642831
Avondale Estates|GA|33.774943|-84.262436
Ball Ground|GA|34.33792|-84.376205
Barnesville|GA|33.054596|-84.153329
Berkeley Lake|GA|33.976604|-84.175705
Bethlehem|GA|33.942074|-83.716055
Big Canoe|GA||
Bowdon|GA|33.538226|-85.253318
Bowdon Junction|GA|33.663124|-85.148449
Braselton|GA|34.106842|-83.769891
Bremen|GA|33.720813|-85.145713
Brooks|GA|33.290615|-84.45883
Buchanan|GA|33.80217|-85.190063
Buford|GA|34.112012|-83.997338
Canton|GA|34.245116|-84.483785
Carrollton|GA|33.580297|-85.084235
Cartersville|GA|34.159612|-84.806904
Cassville|GA|34.244761|-84.852579
Cedartown|GA|34.017347|-85.253907
Chamblee|GA|33.889187|-84.304554
Clarkston|GA|33.810592|-84.239134
College Park|GA|33.639535|-84.45858
Concord|GA|33.09118|-84.438272
Conley|GA|33.644582|-84.325894
Conyers|GA|33.661324|-84.010048
Covington|GA|33.602699|-83.848076
Cumming|GA|34.206882|-84.137625
Dacula|GA|33.988918|-83.890503
Dallas|GA|33.920538|-84.836991
Dawsonville|GA|34.421338|-84.118679
Decatur|GA|33.771062|-84.292606
Donalsonville|GA|31.04045|-84.879218
Doraville|GA|33.90774|-84.273138
Douglasville|GA|33.742713|-84.741529
Druid Hills|GA|33.787466|-84.328436
Duluth|GA|34.00767|-84.146726
Dunaire|GA|33.744461|-84.259708
Dunwoody|GA|33.950387|-84.319482
East Point|GA|33.669845|-84.463411
Eatonton|GA|33.325574|-83.387894
Ellenwood|GA|33.611605|-84.286499
Emerson|GA|34.118748|-84.739679
Euharlee|GA|34.144865|-84.933029
Experiment|GA|33.278759|-84.275778
Fairburn|GA|33.566852|-84.581504
Fairmount|GA|34.439153|-84.700568
Fayetteville|GA|33.448629|-84.463208
Flovilla|GA|33.25433|-83.89856
Forest Park|GA|33.619339|-84.356418
Forsyth|GA|33.034238|-83.938485
Franklin|GA|33.277661|-85.09829
Gainesville|GA|34.294038|-83.829688
Gay|GA|33.093877|-84.574371
Good Hope|GA|33.785035|-83.609211
Grantville|GA|33.235627|-84.82086
Grayson|GA|33.892166|-83.960052
Greenville|GA|33.028572|-84.713583
Griffin|GA|33.24279|-84.274919
Hampton|GA|33.383333|-84.283298
Hapeville|GA|33.659851|-84.410587
Haralson|GA|33.227902|-84.569062
Hillsboro|GA|33.2117517|-83.6986568
Hiram|GA|33.875238|-84.762575
Hogansville|GA|33.167001|-84.901011
Holly Springs|GA|34.172816|-84.501498
Hoschton|GA|34.095445|-83.760986
Jackson|GA|33.294472|-83.961602
Jasper|GA|34.468108|-84.429803
Jenkinsburg|GA|33.32394|-84.03323
Jersey|GA|33.714949|-83.798575
Johns Creek|GA|34.0740175|-84.238417
Jonesboro|GA|33.524978|-84.354381
Kennesaw|GA|34.025375|-84.619098
Kingston|GA|34.238532|-84.946233
Lake City|GA|33.604818|-84.341352
Lawrenceville|GA|33.950476|-83.989802
Lebanon|GA|34.142793|-84.510209
Lilburn|GA|33.89135|-84.142433
Lithia Springs|GA|33.797192|-84.653623
Lithonia|GA|33.712073|-84.105802
Locust Grove|GA|33.348893|-84.110431
Loganville|GA|33.833813|-83.888394
Lovejoy|GA|33.441716|-84.315469
Luthersville|GA|33.21023|-84.744768
Mableton|GA|33.814402|-84.56168
Manchester|GA|32.855268|-84.610027
Mansfield|GA|33.5182|-83.734536
Marble Hill|GA|34.4552|-84.268402
Marietta|GA|33.950527|-84.535886
Mc Donough|GA|33.447|-84.147232
Meansville|GA|33.049215|-84.305852
Milner|GA|33.11847|-84.195834
Milton|GA|44.63702|-73.113564
Molena|GA|33.01197|-84.500138
Monroe|GA|33.792239|-83.712731
Monticello|GA|33.304578|-83.683564
Moreland|GA|33.286751|-84.767722
Morrow|GA|33.583416|-84.339319
Mount Zion|GA|33.632846|-85.182408
Nelson|GA|34.385161|-84.375261
Newborn|GA|33.516127|-83.694612
Newnan|GA|33.384295|-84.784936
Norcross|GA|33.940533|-84.209305
North Atlanta|GA|33.836806|-84.325609
Orchard Hill|GA|33.188719|-84.212972
Oxford|GA|33.625005|-83.867449
Palmetto|GA|33.52754|-84.662581
Peachtree City|GA|33.394187|-84.567396
Pine Lake|GA|33.78664|-84.207775
Pine Mountain|GA|32.864885|-84.854375
Porterdale|GA|33.571134|-83.896923
Powder Springs|GA|33.8621|-84.687876
Ranger|GA|34.50178|-84.709823
Redan|GA|33.744979|-84.165619
Rex|GA|33.592165|-84.270399
Riverdale|GA|33.562185|-84.413685
Rockmart|GA|34.010801|-85.044183
Rome|GA|34.26429|-85.191592
Roopville|GA|33.460044|-85.128581
Roswell|GA|34.038529|-84.343111
Rydal|GA|34.335547|-84.71541
Sandy Plains|GA|34.013173|-84.49569
Sandy Spgs|GA|33.937042|-84.368994
Sandy Springs|GA|33.937042|-84.368994
Sargent|GA|33.433266|-84.868314
Savannah|GA|32.0649618|-81.0996088
Scottdale|GA|33.794977|-84.262938
Senoia|GA|33.312555|-84.552306
Shady Dale|GA|33.400769|-83.590408
Sharpsburg|GA|33.341446|-84.645624
Shiloh|GA|32.813109|-84.697582
Smyrna|GA|33.865903|-84.523162
Snellville|GA|33.85479|-84.005876
Social Circle|GA|33.656181|-83.718526
Statham|GA|33.965273|-83.598357
Stockbridge|GA|33.528168|-84.235497
Stone Mountain|GA|33.802832|-84.169845
Sugar Hill|GA|34.096035|-84.039093
Sunny Side|GA|33.340748|-84.291041
Suwanee|GA|34.051522|-84.070707
Talking Rock|GA|34.50813|-84.506478
Tallapoosa|GA|33.744314|-85.287439
Tate|GA|34.418662|-84.382914
Taylorsville|GA|34.08479|-84.979318
Temple|GA|33.73108|-85.028919
The Rock|GA|32.963873|-84.241105
Tucker|GA|33.854452|-84.223139
Turin|GA|33.326236|-84.635988
Tyrone|GA|33.471145|-84.597321
Union City|GA|33.583703|-84.544631
Villa Rica|GA|33.732052|-84.928498
Vinings|GA|33.865935|-84.468655
Waco|GA|33.704981|-85.182285
Waleska|GA|34.316723|-84.552836
Warm Springs|GA|32.890306|-84.681087
Watkinsville|GA|33.85056|-83.46278
White|GA|34.282317|-84.74349
Whitesburg|GA|33.491407|-84.912342
Williamson|GA|33.182406|-84.361716
Winder|GA|33.992359|-83.720845
Winston|GA|33.7450044|-84.8463673
Woodbury|GA|32.984059|-84.582171
Woodstock|GA|34.101319|-84.519378
Yatesville|GA|32.913922|-84.143017
Zebulon|GA|33.102096|-84.342685
Addison|IL|41.931155|-88.003411
Alden|IL|42.4435132|-88.5371958
Algonquin|IL|42.168422|-88.33523
Alsip|IL|41.669013|-87.738814
Antioch|IL|42.476261|-88.104332
Arlington Heights|IL|42.083029|-87.980515
Aurora|IL|41.76057|-88.320209
Bannockburn|IL|42.200102|-87.871453
Barrington|IL|42.147657|-88.121596
Barrington Hills|IL|42.125182|-88.194536
Bartelso|IL|38.536487|-89.46447
Bartlett|IL|41.994605|-88.207054
Batavia|IL|41.850059|-88.30446
Beach Park|IL|42.428438|-87.876558
Bedford Park|IL|41.76457|-87.80033
Beecher|IL|41.34615|-87.621374
Bellwood|IL|41.886783|-87.873531
Bensenville|IL|41.957603|-87.949292
Berkeley|IL|41.889547|-87.911828
Berwyn|IL|41.843203|-87.793102
Big Rock|IL|41.7712691|-88.5371958
Bloomingdale|IL|41.953872|-88.089283
Blue Island|IL|41.655422|-87.680011
Bolingbrook|IL|41.690375|-88.098538
Braceville|IL|41.222331|-88.265205
Braidwood|IL|41.271018|-88.227031
Bridgeview|IL|41.740789|-87.799344
Bristol|IL|41.6900941|-88.4210006
Broadview|IL|41.858528|-87.852807
Brookfield|IL|41.822237|-87.843927
Buffalo Grove|IL|42.171762|-87.965092
Bull Valley|IL|42.320342|-88.365102
Burbank|IL|41.748619|-87.76848
Burlington|IL|42.051216|-88.548467
Burnham|IL|41.637244|-87.539558
Burr Ridge|IL|41.763739|-87.915943
Calumet City|IL|41.611966|-87.558995
Calumet Park|IL|41.662858|-87.660835
Carbon Hill|IL|41.297066|-88.30003
Carol Stream|IL|41.918906|-88.120569
Carpentersville|IL|42.121066|-88.280954
Cary|IL|42.212925|-88.248366
Channahon|IL|41.434975|-88.218279
Chemung|IL|42.4449285|-88.6530753
Chicago|IL|41.879535|-87.624333
Chicago Heights|IL|41.510142|-87.641609
Chicago Ridge|IL|41.701589|-87.787261
Cicero|IL|41.843634|-87.763628
Clare|IL|42.016029|-88.829495
Clarendon Hills|IL|41.803125|-87.956981
Coal City|IL|41.287937|-88.277347
Cortland|IL|41.930922|-88.704819
Country Club Hills|IL|41.557175|-87.722943
Countryside|IL|41.775141|-87.875692
Crest Hill|IL|41.566643|-88.107254
Crestwood|IL|41.647213|-87.737997
Crete|IL|41.459455|-87.615312
Crystal Lake|IL|42.231754|-88.333534
Custer Park|IL|41.299772|-88.142538
Darien|IL|41.745593|-87.983356
De Kalb|IL|41.931211|-88.753833
Deer Park|IL|42.161277|-88.098415
Deerfield|IL|42.1673|-87.844389
Des Plaines|IL|42.047696|-87.88603
Diamond|IL|41.288375|-88.256972
Dixmoor|IL|41.633328|-87.666892
Dolton|IL|41.632389|-87.597835
Downers Grove|IL|41.795543|-88.010429
Dundee|IL|42.1250261|-88.3044908
Dunlap|IL|40.860679|-89.678266
Dwight|IL|41.093982|-88.426745
Earlville|IL|41.591665|-88.924728
East Dundee|IL|42.093518|-88.257857
Elburn|IL|41.89053|-88.472435
Elgin|IL|42.037252|-88.281046
Elk Grove Village|IL|42.007016|-87.992356
Elmhurst|IL|41.899803|-87.939976
Elmwood Park|IL|41.925249|-87.814713
Elwood|IL|41.41118|-88.094618
Eola|IL|41.777733|-88.243512
Esmond|IL|42.033557|-88.935648
Evanston|IL|42.041287|-87.688342
Evergreen Park|IL|41.720689|-87.700556
Flossmoor|IL|41.542582|-87.684535
Ford Heights|IL|41.506251|-87.588483
Forest Park|IL|41.864685|-87.818812
Forest View|IL|41.805616|-87.780024
Fox Lake|IL|42.397378|-88.177936
Fox River Grove|IL|42.196621|-88.216659
Fox River Valley Gardens|IL|42.241652|-88.186795
Frankfort|IL|41.494448|-87.841508
Franklin Park|IL|41.938844|-87.877754
Gages Lake|IL|42.353155|-87.982912
Garden Prairie|IL|42.253193|-88.725171
Gardner|IL|41.185855|-88.310851
Geneva|IL|41.889112|-88.316546
Genoa|IL|42.097552|-88.694669
Gilberts|IL|42.103339|-88.368852
Glen Ellyn|IL|41.867529|-88.060726
Glencoe|IL|42.137628|-87.76493
Glendale Heights|IL|41.917505|-88.081274
Glenview|IL|42.078657|-87.816541
Glenwood|IL|41.547719|-87.61955
Godley|IL|41.237859|-88.244779
Golf|IL|42.055286|-87.785695
Grant Park|IL|41.237275|-87.647827
Grayslake|IL|42.344902|-88.033216
Great Lakes|IL|42.309|-87.85
Green Oaks|IL|42.301785|-87.921932
Gurnee|IL|42.368379|-87.941125
Hainesville|IL|42.344963|-88.067633
Half Day|IL|42.201111|-87.933333
Hampshire|IL|42.106504|-88.510435
Hanover Park|IL|42.005375|-88.144847
Harvard|IL|42.424803|-88.619852
Harvey|IL|41.609873|-87.652656
Harwood Heights|IL|41.967243|-87.807071
Hawthorn Woods|IL|42.221432|-88.076341
Hazel Crest|IL|41.571657|-87.694279
Hebron|IL|42.47198|-88.432746
Hickory Hills|IL|41.718406|-87.827597
Highland Park|IL|42.181698|-87.810563
Highwood|IL|42.210808|-87.814004
Hillside|IL|41.870227|-87.895029
Hinckley|IL|41.770482|-88.64102
Hinsdale|IL|41.802975|-87.927247
Hodgkins|IL|41.763388|-87.856545
Hoffman Estates|IL|42.052004|-88.144397
Holiday Hills|IL|42.295756|-88.218964
Hometown|IL|41.734643|-87.731042
Homewood|IL|41.557203|-87.665298
Huntley|IL|42.175489|-88.42723
Indian Creek|IL|42.227588|-87.977147
Indian Head Park|IL|41.765873|-87.896805
Ingleside|IL|42.381121|-88.139816
Inverness|IL|42.117893|-88.095873
Island Lake|IL|42.27078|-88.192594
Itasca|IL|41.975963|-88.023796
Jefferson|IL|37.172361|-88.7012651
Johnsburg|IL|42.38027|-88.241968
Joliet|IL|41.516671|-88.081232
Justice|IL|41.749792|-87.838099
Kaneville|IL|41.835099|-88.521923
Kenilworth|IL|42.087298|-87.717998
Kildeer|IL|42.182753|-88.05064
Kingston|IL|42.099926|-88.760338
Kinsman|IL|41.18983|-88.570297
Kirkland|IL|42.08868|-88.857527
La Grange|IL|41.805061|-87.869285
La Grange Highlands|IL|41.7906113|-87.8647961
La Grange Park|IL|41.834266|-87.874209
Lafox|IL|41.882328|-88.409477
Lake Barrington|IL|42.212768|-88.170237
Lake Bluff|IL|42.279638|-87.854285
Lake Forest|IL|42.239895|-87.862363
Lake In The Hills|IL|42.190287|-88.38373
Lake Villa|IL|42.415491|-88.085373
Lake Zurich|IL|42.197492|-88.09026
Lakemoor|IL|42.354936|-88.213377
Lakewood|IL|42.219733|-88.375516
Lansing|IL|41.564751|-87.546624
Lee|IL|41.793985|-88.939479
Leland|IL|41.615403|-88.796738
Lemont|IL|41.670212|-87.983263
Libertyville|IL|42.283038|-87.965409
Lily Lake|IL|41.948778|-88.477824
Lincolnshire|IL|42.20048|-87.918487
Lincolnwood|IL|42.004418|-87.730236
Lindenhurst|IL|42.413882|-88.038793
Lisle|IL|41.792825|-88.090794
Lockport|IL|41.582612|-88.049727
Lombard|IL|41.874719|-88.018049
Long Grove|IL|42.197267|-88.00362
Lynwood|IL|41.523559|-87.558442
Lyons|IL|41.81182|-87.819268
Malta|IL|41.935744|-88.862584
Manhattan|IL|41.424691|-87.987519
Maple Park|IL|41.909447|-88.595294
Marengo|IL|42.245822|-88.60093
Markham|IL|41.600832|-87.695817
Matteson|IL|41.506087|-87.732376
Maywood|IL|41.87882|-87.843778
Mazon|IL|41.241221|-88.418935
Mc Cook|IL|41.794846|-87.837034
Mc Cullom Lake|IL|42.369928|-88.293675
Mc Henry|IL|42.338023|-88.286581
Medinah|IL|41.977071|-88.051522
Melrose Park|IL|41.902193|-87.864244
Merrionette Park|IL|41.684246|-87.700514
Mettawa|IL|42.240154|-87.916923
Midlothian|IL|41.625363|-87.723788
Millbrook|IL|40.9384779|-89.9440061
Millington|IL|41.562567|-88.598295
Minooka|IL|41.452628|-88.271272
Mokena|IL|41.526225|-87.877649
Monee|IL|41.41742|-87.747593
Monroe Center|IL|42.100904|-89.000557
Montgomery|IL|41.730228|-88.345936
Mooseheart|IL|41.828663|-88.339209
Morris|IL|41.371909|-88.428867
Morton Grove|IL|42.040789|-87.788267
Mount Prospect|IL|42.06625|-87.938186
